state_id,suite,task_id,initial_state_index,condition,n_rows,valid_axes,degenerate_axes,invalid_rows,correct_donor_retrieval_rate,donor_distance_reduction,donor_projection,cosine_alignment,orthogonal_residual,orthogonal_residual_ratio,distance_to_donor
libero_spatial_task05_state005_wait30,libero_spatial,5,5,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.088412368880627
libero_spatial_task05_state005_wait30,libero_spatial,5,5,future_recipient_cache_donor,12,12,0,0,1.0,0.7767757826816406,0.9694678441596793,0.961264448885208,0.4090436301726576,0.22012555128768993,0.41371432364300914
libero_spatial_task05_state005_wait30,libero_spatial,5,5,future_donor_cache_donor,12,12,0,0,1.0,0.7767757826816406,0.9694678441596793,0.961264448885208,0.4090436301726576,0.22012555128768993,0.41371432364300914
libero_spatial_task05_state006_wait30,libero_spatial,5,6,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6616462830114691
libero_spatial_task05_state006_wait30,libero_spatial,5,6,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6616462830114691
libero_spatial_task05_state006_wait30,libero_spatial,5,6,future_recipient_cache_donor,12,12,0,0,1.0,0.5679805559016913,0.7737709582344209,0.9023005082596761,0.24247061674681938,0.3676112489160605,0.2846778247808766
libero_spatial_task05_state006_wait30,libero_spatial,5,6,future_donor_cache_donor,12,12,0,0,1.0,0.5679805559016913,0.7737709582344209,0.9023005082596761,0.24247061674681938,0.3676112489160605,0.2846778247808766
libero_spatial_task06_state004_wait30,libero_spatial,6,4,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.680837092234852
libero_spatial_task06_state004_wait30,libero_spatial,6,4,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.680837092234852
libero_spatial_task06_state004_wait30,libero_spatial,6,4,future_recipient_cache_donor,12,12,0,0,1.0,0.6066663888400927,0.8112225072769469,0.9232016560233509,0.22444473744251195,0.33649294402927793,0.26560640292132076
libero_spatial_task06_state004_wait30,libero_spatial,6,4,future_donor_cache_donor,12,12,0,0,1.0,0.6066663888400927,0.8112225072769469,0.9232016560233509,0.22444473744251195,0.33649294402927793,0.26560640292132076
libero_spatial_task06_state005_wait30,libero_spatial,6,5,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6339421502299342
libero_spatial_task06_state005_wait30,libero_spatial,6,5,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6339421502299342
libero_spatial_task06_state005_wait30,libero_spatial,6,5,future_recipient_cache_donor,12,12,0,0,1.0,0.5694488715529847,0.772965424043713,0.8983655946859525,0.21757912337336224,0.36141674073344915,0.2602843587993045
libero_spatial_task06_state005_wait30,libero_spatial,6,5,future_donor_cache_donor,12,12,0,0,1.0,0.5694488715529847,0.772965424043713,0.8983655946859525,0.21757912337336224,0.36141674073344915,0.2602843587993045
libero_spatial_task06_state006_wait30,libero_spatial,6,6,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140045962864099
libero_spatial_task06_state006_wait30,libero_spatial,6,6,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140045962864099
libero_spatial_task06_state006_wait30,libero_spatial,6,6,future_recipient_cache_donor,12,12,0,0,1.0,0.5720311476761519,0.7572139451421269,0.9044903421378568,0.20752439717045268,0.34703854212051705,0.2567375537473036
libero_spatial_task06_state006_wait30,libero_spatial,6,6,future_donor_cache_donor,12,12,0,0,1.0,0.5720311476761519,0.7572139451421269,0.9044903421378568,0.20752439717045268,0.34703854212051705,0.2567375537473036
libero_spatial_task07_state004_wait30,libero_spatial,7,4,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.375077913351274
libero_spatial_task07_state004_wait30,libero_spatial,7,4,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.375077913351274
libero_spatial_task07_state004_wait30,libero_spatial,7,4,future_recipient_cache_donor,12,12,0,0,1.0,0.8584846150556545,0.9598926588406765,0.9843904899922423,0.24548004587311764,0.13338541369182785,0.25242234395061397
libero_spatial_task07_state004_wait30,libero_spatial,7,4,future_donor_cache_donor,12,12,0,0,1.0,0.8584846150556545,0.9598926588406765,0.9843904899922423,0.24548004587311764,0.13338541369182785,0.25242234395061397
libero_spatial_task07_state005_wait30,libero_spatial,7,5,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3953865704691413
libero_spatial_task07_state005_wait30,libero_spatial,7,5,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3953865704691413
libero_spatial_task07_state005_wait30,libero_spatial,7,5,future_recipient_cache_donor,12,12,0,0,1.0,0.7661877373336319,0.9026739814622101,0.9652769946048047,0.22091525701209458,0.2074636023780926,0.239272671229394
libero_spatial_task07_state005_wait30,libero_spatial,7,5,future_donor_cache_donor,12,12,0,0,1.0,0.7661877373336319,0.9026739814622101,0.9652769946048047,0.22091525701209458,0.2074636023780926,0.239272671229394
libero_spatial_task07_state006_wait30,libero_spatial,7,6,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0153243702888095
libero_spatial_task07_state006_wait30,libero_spatial,7,6,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0153243702888095
libero_spatial_task07_state006_wait30,libero_spatial,7,6,future_recipient_cache_donor,12,12,0,0,1.0,0.8470213078779657,0.9545698766791046,0.9844580258891473,0.2432805286223887,0.14352668559811818,0.2515887317490791
libero_spatial_task07_state006_wait30,libero_spatial,7,6,future_donor_cache_donor,12,12,0,0,1.0,0.8470213078779657,0.9545698766791046,0.9844580258891473,0.2432805286223887,0.14352668559811818,0.2515887317490791
libero_spatial_task08_state004_wait30,libero_spatial,8,4,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6590723626105542
