state_id,suite,task_id,initial_state_index,run_id,condition,recipient_id,donor_id,future_source_id,cache_source_id,action_seed,array_finite,base_reference_max_abs_error,recipient_cache_future_swap_max_abs_error,donor_cache_future_swap_max_abs_error,axis_degenerate,correct_donor_retrieval,nearest_branch_id,donor_distance_reduction,donor_projection,cosine_alignment,orthogonal_residual,orthogonal_residual_ratio,distance_to_recipient,distance_to_donor,native_recipient_to_donor_distance
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-789f00aae52ed56e79fb,future_recipient_cache_recipient,b00,b03,b00,b00,1009,true,0.0,0.0,0.0,false,false,b00,0.0,0.0,0.0,0.0,0.0,0.0,0.7058145093460247,0.7058145093460247
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-6fa00a43268985041ee9,future_donor_cache_recipient,b00,b03,b03,b00,1009,true,,0.0,0.0,false,false,b00,0.0,0.0,0.0,0.0,0.0,0.0,0.7058145093460247,0.7058145093460247
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-4244950cedc6782ad9fc,future_recipient_cache_donor,b00,b03,b00,b03,1009,true,0.0,0.0,0.0,false,true,b03,0.53911720360958,0.7966179606270127,0.8875180448375537,0.29191100512312446,0.41358034052543885,0.6335246007523144,0.32529776480032807,0.7058145093460247
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-4d642728f791c3338a3d,future_donor_cache_donor,b00,b03,b03,b03,1009,true,0.0,0.0,0.0,false,true,b03,0.53911720360958,0.7966179606270127,0.8875180448375537,0.29191100512312446,0.41358034052543885,0.6335246007523144,0.32529776480032807,0.7058145093460247
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-1b49f9163e793a801559,future_recipient_cache_recipient,b01,b00,b01,b01,2017,true,0.0,0.0,0.0,false,false,b01,0.0,0.0,0.0,0.0,0.0,0.0,0.655024725762625,0.655024725762625
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-4059afc01c861d2d68cb,future_donor_cache_recipient,b01,b00,b00,b01,2017,true,,0.0,0.0,false,false,b01,0.0,0.0,0.0,0.0,0.0,0.0,0.655024725762625,0.655024725762625
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-11b98df5be115e018169,future_recipient_cache_donor,b01,b00,b01,b00,2017,true,0.0,0.0,0.0,false,true,b00,0.5886014302263285,0.7936866017230514,0.9124510396745379,0.2331405582167551,0.35592634758224856,0.5697668434029611,0.2694762353451353,0.655024725762625
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-c2645e19db80838e51f3,future_donor_cache_donor,b01,b00,b00,b00,2017,true,0.0,0.0,0.0,false,true,b00,0.5886014302263285,0.7936866017230514,0.9124510396745379,0.2331405582167551,0.35592634758224856,0.5697668434029611,0.2694762353451353,0.655024725762625
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-1c1efdcc7b645d1443f5,future_recipient_cache_recipient,b01,b02,b01,b01,2017,true,0.0,0.0,0.0,false,false,b01,0.0,0.0,0.0,0.0,0.0,0.0,0.5916755082850506,0.5916755082850506
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-8bf6aa4186cf2f423f5d,future_donor_cache_recipient,b01,b02,b02,b01,2017,true,,0.0,0.0,false,false,b01,0.0,0.0,0.0,0.0,0.0,0.0,0.5916755082850506,0.5916755082850506
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-d3a20661883c7939db69,future_recipient_cache_donor,b01,b02,b01,b02,2017,true,0.0,0.0,0.0,false,true,b02,0.37254897301648293,0.5530808809656264,0.7822867075301861,0.2605778788308768,0.4404067350804364,0.4183177449112584,0.37124740531444944,0.5916755082850506
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-f4bb758f253fdd13d9d9,future_donor_cache_donor,b01,b02,b02,b02,2017,true,0.0,0.0,0.0,false,true,b02,0.37254897301648293,0.5530808809656264,0.7822867075301861,0.2605778788308768,0.4404067350804364,0.4183177449112584,0.37124740531444944,0.5916755082850506
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-a4070d87533592ab2c2c,future_recipient_cache_recipient,b01,b03,b01,b01,2017,true,0.0,0.0,0.0,false,false,b01,0.0,0.0,0.0,0.0,0.0,0.0,0.569267178827953,0.569267178827953
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-1a27ecdb31c958c724fb,future_donor_cache_recipient,b01,b03,b03,b01,2017,true,,0.0,0.0,false,false,b01,0.0,0.0,0.0,0.0,0.0,0.0,0.569267178827953,0.569267178827953
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-10449ea80bd5168fe92d,future_recipient_cache_donor,b01,b03,b01,b03,2017,true,0.0,0.0,0.0,false,true,b03,0.46033700071061645,0.7143287636981014,0.8419066843017826,0.26063989482657024,0.45785161084324916,0.4830035533015385,0.307212433123299,0.569267178827953
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-926c2b3d356b603d42ed,future_donor_cache_donor,b01,b03,b03,b03,2017,true,0.0,0.0,0.0,false,true,b03,0.46033700071061645,0.7143287636981014,0.8419066843017826,0.26063989482657024,0.45785161084324916,0.4830035533015385,0.307212433123299,0.569267178827953
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-9d192f74d291a81c5f0f,future_recipient_cache_recipient,b02,b00,b02,b02,3019,true,0.0,0.0,0.0,false,false,b02,0.0,0.0,0.0,0.0,0.0,0.0,0.5489068874167573,0.5489068874167573
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-be308b78e80605b6fcc9,future_donor_cache_recipient,b02,b00,b00,b02,3019,true,,0.0,0.0,false,false,b02,0.0,0.0,0.0,0.0,0.0,0.0,0.5489068874167573,0.5489068874167573
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-3f7300abdc7ab316d057,future_recipient_cache_donor,b02,b00,b02,b00,3019,true,0.0,0.0,0.0,false,true,b00,0.44473436966196667,0.7851563527283436,0.8376305068232641,0.2810500432680926,0.5120177022932952,0.5145200971083337,0.30478912883835363,0.5489068874167573
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-09ee2ab8230f7ab172f8,future_donor_cache_donor,b02,b00,b00,b00,3019,true,0.0,0.0,0.0,false,true,b00,0.44473436966196667,0.7851563527283436,0.8376305068232641,0.2810500432680926,0.5120177022932952,0.5145200971083337,0.30478912883835363,0.5489068874167573
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-1797ab04c2efdafa6e00,future_recipient_cache_recipient,b02,b01,b02,b02,3019,true,0.0,0.0,0.0,false,false,b02,0.0,0.0,0.0,0.0,0.0,0.0,0.5916755082850506,0.5916755082850506
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-0738b8cabefab38db959,future_donor_cache_recipient,b02,b01,b01,b02,3019,true,,0.0,0.0,false,false,b02,0.0,0.0,0.0,0.0,0.0,0.0,0.5916755082850506,0.5916755082850506
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-0fd696bf846cadd18384,future_recipient_cache_donor,b02,b01,b02,b01,3019,true,0.0,0.0,0.0,false,true,b01,0.37490560953349583,0.5731562403265985,0.782102096349324,0.2702003979571496,0.4566699046582398,0.4336038880408787,0.3698530412054027,0.5916755082850506
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-e28554398316ebef52ab,future_donor_cache_donor,b02,b01,b01,b01,3019,true,0.0,0.0,0.0,false,true,b01,0.37490560953349583,0.5731562403265985,0.782102096349324,0.2702003979571496,0.4566699046582398,0.4336038880408787,0.3698530412054027,0.5916755082850506
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-d7f5bb987176c84183fd,future_recipient_cache_recipient,b02,b03,b02,b02,3019,true,0.0,0.0,0.0,false,false,b02,0.0,0.0,0.0,0.0,0.0,0.0,0.6472298121861428,0.6472298121861428
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-b0007f7f42d207b5f5a5,future_donor_cache_recipient,b02,b03,b03,b02,3019,true,,0.0,0.0,false,false,b02,0.0,0.0,0.0,0.0,0.0,0.0,0.6472298121861428,0.6472298121861428
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-f32511f6dd832add176f,future_recipient_cache_donor,b02,b03,b02,b03,3019,true,0.0,0.0,0.0,false,true,b03,0.47428887797878583,0.6880898503462517,0.8517999843093014,0.2738969525154328,0.4231834618221514,0.5228366668354876,0.34025591076995687,0.6472298121861428
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-ff60f664b081f99b2178,future_donor_cache_donor,b02,b03,b03,b03,3019,true,0.0,0.0,0.0,false,true,b03,0.47428887797878583,0.6880898503462517,0.8517999843093014,0.2738969525154328,0.4231834618221514,0.5228366668354876,0.34025591076995687,0.6472298121861428
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-c7b431a638eaffc1b366,future_recipient_cache_recipient,b03,b00,b03,b03,4021,true,0.0,0.0,0.0,false,false,b03,0.0,0.0,0.0,0.0,0.0,0.0,0.7058145093460247,0.7058145093460247
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-9ae549aa61863f687a28,future_donor_cache_recipient,b03,b00,b00,b03,4021,true,,0.0,0.0,false,false,b03,0.0,0.0,0.0,0.0,0.0,0.0,0.7058145093460247,0.7058145093460247
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-d010119374b230b4e0e6,future_recipient_cache_donor,b03,b00,b03,b00,4021,true,0.0,0.0,0.0,false,true,b00,0.5320419616597822,0.8006086346537408,0.884015457728485,0.29880872870722613,0.4233530548756904,0.6392209386228617,0.3302915732256291,0.7058145093460247
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-1bb16066685fbd657c1c,future_donor_cache_donor,b03,b00,b00,b00,4021,true,0.0,0.0,0.0,false,true,b00,0.5320419616597822,0.8006086346537408,0.884015457728485,0.29880872870722613,0.4233530548756904,0.6392209386228617,0.3302915732256291,0.7058145093460247
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-57256b5a03cca61869e9,future_recipient_cache_recipient,b03,b01,b03,b03,4021,true,0.0,0.0,0.0,false,false,b03,0.0,0.0,0.0,0.0,0.0,0.0,0.569267178827953,0.569267178827953
libero_spatial_task00_state005_wait30,libero_spatial,0,5,run-b5da6ae996002a8a5fec,future_donor_cache_recipient,b03,b01,b01,b03,4021,true,,0.0,0.0,false,false,b03,0.0,0.0,0.0,0.0,0.0,0.0,0.569267178827953,0.569267178827953
