correct_source_tie_fraction,correct_source_top1,cosine_alignment,distance_reduction,distance_to_donor_l2,future_source_index,future_source_seed,native_separation_l2,nearest_native_seed,nearest_tie_count,normalized_final_distance,normalized_projection,orthogonal_residual,recipient_index,recipient_seed,separation_quartile,separation_quartile_label,state_id,task_family
1.0,1,0.9992815978347557,0.961891511174066,0.07762880460302354,3,229,2.037047571148892,229,1,0.038108488825934,1.002556925531363,0.038022612382941294,1,223,3,Q3,droid_episode_016591_frame_000130,pick
1.0,1,0.9998898137208285,0.9835402332169305,0.08899967214443734,0,211,5.407104080963183,211,1,0.0164597667830695,0.9926696210854348,0.01473734940625134,2,227,4,Q4 (largest),droid_episode_016591_frame_000130,pick
1.0,1,0.9998852409490568,0.9834670391397746,0.09260749131344857,1,223,5.601385746714089,223,1,0.016532960860225418,0.9931505401984664,0.015047381673664048,2,227,4,Q4 (largest),droid_episode_016591_frame_000130,pick
1.0,1,0.9999224129726775,0.9872357357459302,0.07492916285352613,3,229,5.870229678897118,229,1,0.0127642642540698,0.9970596563525057,0.012420983100478192,2,227,4,Q4 (largest),droid_episode_016591_frame_000130,pick
1.0,1,0.9983040357611384,0.9365147253650019,0.08903774916468724,0,211,1.402494510366387,211,1,0.06348527463499808,0.9713294443273593,0.05664255761265678,3,229,3,Q3,droid_episode_016591_frame_000130,pick
1.0,1,0.9990244439917331,0.9542884321762106,0.09311663820885788,1,223,2.037047571148892,223,1,0.04571156782378932,1.0098445545543144,0.044638908796430274,3,229,3,Q3,droid_episode_016591_frame_000130,pick
1.0,1,0.9997760544287754,0.9786498147890486,0.1253304908752778,2,227,5.870229678897118,227,1,0.021350185210951497,1.002378081818273,0.02121733101517559,3,229,4,Q4 (largest),droid_episode_016591_frame_000130,pick
1.0,1,0.9989881367200766,0.9548755183104927,0.053568429103412765,1,223,1.187125637741537,223,1,0.04512448168950739,1.0016500096612269,0.04509430469432415,0,211,2,Q2,droid_episode_018290_frame_000160,remove
1.0,1,0.9987928881716676,0.9502819596112891,0.0459133899008939,2,227,0.9234754536166135,227,1,0.04971804038871089,1.0052667104542274,0.049438297918565306,0,211,2,Q2,droid_episode_018290_frame_000160,remove
1.0,1,0.9981112707811314,0.9384798737528114,0.047519498515158846,3,229,0.772421992832475,229,1,0.06152012624718857,0.9995115166680155,0.061518186884078375,0,211,1,Q1 (smallest),droid_episode_018290_frame_000160,remove
1.0,1,0.999422380589979,0.9649765453526062,0.041577240934199115,0,211,1.187125637741537,211,1,0.035023454647393766,1.007309984068292,0.034252102247298105,1,223,2,Q2,droid_episode_018290_frame_000160,remove
1.0,1,0.9994693736198776,0.9658311430075787,0.040575061640130264,2,227,1.1874866533911237,227,1,0.034168856992421295,1.0092553535780016,0.03289147637785071,1,223,2,Q2,droid_episode_018290_frame_000160,remove
1.0,1,0.9990453276240572,0.9562690911698708,0.053059603480987406,3,229,1.213320392839194,229,1,0.043730908830129256,1.000079399390757,0.043730836749893365,1,223,2,Q2,droid_episode_018290_frame_000160,remove
1.0,1,0.9990280239947679,0.9559099754622402,0.0407160554099753,0,211,0.9234754536166135,211,1,0.04409002453775974,0.9970972025136082,0.04399436362186926,2,227,2,Q2,droid_episode_018290_frame_000160,remove
1.0,1,0.9994116201570264,0.9647414904737728,0.04186900948085867,1,223,1.1874866533911237,223,1,0.035258509526227264,1.0069887854908643,0.034558926073790894,2,227,2,Q2,droid_episode_018290_frame_000160,remove
