future_noise_seed,goal_endpoint_donor_steering__interaction,goal_endpoint_donor_steering__o1r1_minus_gaussian,goal_endpoint_donor_steering__object_main_effect,goal_endpoint_donor_steering__robot_main_effect,initial_state_index,modality,native_action_similarity__interaction,native_action_similarity__o1r1_minus_gaussian,native_action_similarity__object_main_effect,native_action_similarity__robot_main_effect,prefix_chunks,robot_endpoint_donor_steering__interaction,robot_endpoint_donor_steering__o1r1_minus_gaussian,robot_endpoint_donor_steering__object_main_effect,robot_endpoint_donor_steering__robot_main_effect,task_id,unit_id
1201,,,,,35,proprio,0.0,,0.0,0.0006359713253600817,12,,,,,4,task04_state35
1213,-0.0002980960598799598,0.001972629939394621,-4.583845857109026e-05,0.0014466760495049913,35,all,0.002797449847309067,-0.0035935227767923267,0.0005753699181353465,-0.0065351166738080065,12,-0.0005874444780183952,0.0022566825282699376,-5.339340362769951e-05,0.0016302433795072901,4,task04_state35
1213,,,,,35,wrist,-0.0012826001644962483,,0.0008785336036621124,-0.0021217847136712556,12,,,,,4,task04_state35
1213,,,,,35,primary,-0.0008968296660599451,,-0.0011614293479302474,-0.0024697994113754666,12,,,,,4,task04_state35
1213,,,,,35,proprio,0.0,,0.0,0.0012731246482021504,12,,,,,4,task04_state35
1217,-0.00022223598437964842,0.0016279597886319497,4.2099848748533564e-05,0.0012333983862176656,35,all,0.003612312753167115,-0.005722277356809807,0.00048418581682902785,-0.006191334778842202,12,-0.0002429957527829707,0.002063471214076351,3.802995926638353e-05,0.0014417010075034042,4,task04_state35
1217,,,,,35,wrist,0.0029304819577769207,,0.001209561400688318,-0.004328937925769215,12,,,,,4,task04_state35
1217,,,,,35,primary,-5.620372392176748e-05,,-0.00012918782638033852,0.000499915995142642,12,,,,,4,task04_state35
1217,,,,,35,proprio,0.0,,0.0,0.0009523755720483237,12,,,,,4,task04_state35
1201,-0.0002146620982045322,0.0004490726398189704,4.534934964767201e-05,9.467865874640546e-05,17,all,-0.0026938392168336586,0.0010771604519112746,0.00042917760398262714,0.0006497701940836337,5,0.0001863617558854891,0.000959361823822058,0.0002512065585462686,0.0004779086527383347,5,task05_state17
1201,,,,,17,wrist,0.0028049108151599316,,0.001132847867891554,-0.00041022995307967835,5,,,,,5,task05_state17
1201,,,,,17,primary,0.0012785115224984728,,0.00113564745389452,-8.525223070882625e-06,5,,,,,5,task05_state17
1201,,,,,17,proprio,0.0,,0.0,-8.505750129544042e-05,5,,,,,5,task05_state17
1213,-0.0003077375964278817,0.0008060372056210019,6.601287405888501e-05,-5.849469789881434e-05,17,all,-4.1411043570138695e-05,-0.0024525411603651213,0.0004405060871448853,-0.0021286258295187856,5,3.8887789533870176e-05,0.0009318064518271107,2.218940885390097e-05,9.08552734087964e-05,5,task05_state17
1213,,,,,17,wrist,0.0006370187771812287,,0.0022256517430691534,-0.0011279217526506315,5,,,,,5,task05_state17
1213,,,,,17,primary,-0.00033275579770782396,,0.001465169197639631,0.0010620147840398261,5,,,,,5,task05_state17
1213,,,,,17,proprio,0.0,,0.0,-0.0017024411928032454,5,,,,,5,task05_state17
1217,-0.00021713687066027276,0.0009538788141680854,0.00045798304202360196,4.8604709937283275e-05,17,all,-0.00021356095604268058,-0.0015887635171819466,-0.0010482375015113208,5.83371782817161e-05,5,-0.00012800601619611385,0.0010320284329361495,0.0004112752230599481,0.0002793091565378436,5,task05_state17
1217,,,,,17,wrist,-0.002500315898557681,,2.1981118140474744e-05,0.00024133078777969792,5,,,,,5,task05_state17
1217,,,,,17,primary,0.0007303515540483859,,-0.0010894252204187048,-0.00011686740715203658,5,,,,,5,task05_state17
1217,,,,,17,proprio,0.0,,0.0,-0.0010778404336749935,5,,,,,5,task05_state17
1201,-0.0003778476616854709,0.0006517851116769613,-0.0008889541661533662,0.00041951281302016197,35,all,0.0013980495277825383,-0.0006899007425168538,-0.0005791094054776527,0.0018949965658597023,5,-0.00023315824164593657,0.0006138039348801971,-0.0009873825996178365,0.0003466118713548738,5,task05_state35
1201,,,,,35,wrist,0.0011074983029585525,,-0.001534712474128121,-0.0009854019555880222,5,,,,,5,task05_state35
1201,,,,,35,primary,-0.0016801325152396487,,-0.0005071731361111836,0.0006213951175622493,5,,,,,5,task05_state35
1201,,,,,35,proprio,0.0,,0.0,-0.0019294436878852994,5,,,,,5,task05_state35
1213,-0.00023994196569765425,0.0008511980223829818,-5.7972303023900995e-05,6.349203551953009e-05,35,all,0.0010485362587417113,0.0032141967828257824,-0.002225117627213723,0.007521870532898089,5,-0.00016341401689001778,0.0010071819349555255,5.0355043357930285e-05,0.00019933345682432435,5,task05_state35
1213,,,,,35,wrist,0.0060674870064453025,,-0.0012002073384148795,0.0042755790512751645,5,,,,,5,task05_state35
1213,,,,,35,primary,0.0030691207340461067,,0.0004667315189239747,0.0019710782639890366,5,,,,,5,task05_state35
1213,,,,,35,proprio,0.0,,0.0,-0.0012801802578286496,5,,,,,5,task05_state35
1217,0.00032964207076713326,0.0006755759178650456,-0.0002654818225238942,0.0005118204445349606,35,all,0.002367194440012734,-0.0017644358623467964,-0.0017380815748340214,0.00034041279105680687,5,0.0003645127390171643,0.0006892553968639303,-0.00015484054452113982,0.0005383900975288181,5,task05_state35
1217,,,,,35,wrist,0.0038246540238194085,,-0.0019334192491627412,-0.00012549379557634348,5,,,,,5,task05_state35
1217,,,,,35,primary,0.005485764155060181,,0.001109109864510338,0.0008029354089092089,5,,,,,5,task05_state35
1217,,,,,35,proprio,0.0,,0.0,0.00014162427192494428,5,,,,,5,task05_state35
1201,0.0009539445340872588,0.002096738487120331,0.0002968117636977241,0.0016089093355616257,17,all,0.0004949136759854374,0.0016322066646227082,-0.0013634956343542195,0.0023603713438558015,4,0.0010600253274939408,0.0023782213140497444,0.0003498297669146666,0.0016667346916229286,6,task06_state17
1201,,,,,17,wrist,0.000164158983782723,,0.0012121524080240635,0.0033909785557364926,4,,,,,6,task06_state17
1201,,,,,17,primary,-0.0007547899957630524,,0.0009425151229168626,0.002483257722108071,4,,,,,6,task06_state17
1201,,,,,17,proprio,0.0,,0.0,0.0010251927551238812,4,,,,,6,task06_state17
1213,0.0006378357243213006,0.0029463256221093914,0.00030655147923586146,0.002003078120297319,17,all,-0.0012263814050032969,0.002105401698636291,-0.0005091228891227501,0.0013509651742919099,4,0.0006778047975111168,0.002788023935817008,0.0003971963266524714,0.0018218751665273203,6,task06_state17
1213,,,,,17,wrist,-0.00336772759613458,,-9.756036987345652e-05,0.00021345194357175537,4,,,,,6,task06_state17
1213,,,,,17,primary,0.0011638146631259075,,0.0007279643193631806,0.0018197312102904493,4,,,,,6,task06_state17
1213,,,,,17,proprio,0.0,,0.0,0.000381025937220926,4,,,,,6,task06_state17
1217,-0.00026316216251465185,0.0019875839231879855,-6.039579950378737e-05,0.0019043998916900007,17,all,0.0016271571231261158,0.00030825320985622753,-1.7077714854142785e-05,-0.0007554196229277175,4,-0.0004718703826642745,0.0019182356782967425,-2.193867442934483e-06,0.001929596468677297,6,task06_state17
1217,,,,,17,wrist,0.0012470513023513496,,-0.00013560000762247951,0.00011724451404588384,4,,,,,6,task06_state17
1217,,,,,17,primary,0.0019883834939255253,,-0.0005556534664315511,0.0011710680604393106,4,,,,,6,task06_state17
1217,,,,,17,proprio,0.0,,0.0,-0.00024562473484566853,4,,,,,6,task06_state17
1201,0.00016346641220177371,0.001647671469380052,0.0001458192645384382,0.000995497981550908,35,all,-0.0006278137485881911,0.0016120873714028337,-0.0008849489658015802,0.001253572649381006,5,0.00026463412180111057,0.0014306060924644814,0.0001478224844669862,0.0008950323453257303,6,task06_state35
1201,,,,,35,wrist,-0.0015878113177365035,,0.00022625608906171133,0.0013035439123881892,5,,,,,6,task06_state35
1201,,,,,35,primary,-0.0005648042676660026,,-0.0007846032636808168,-0.0002815745688867794,5,,,,,6,task06_state35
1201,,,,,35,proprio,0.0,,0.0,0.0001429032660402764,5,,,,,6,task06_state35
1213,0.0006562768475490977,0.0015610214140945322,0.0003096388487671131,0.0008421642555591635,35,all,-0.0010001267690198795,0.0022783725060461276,-0.0008050312365897715,0.0008254079786267719,5,0.0007230815731755769,0.0014795595584132792,0.00022734057580753309,0.0007256952544602013,6,task06_state35
1213,,,,,35,wrist,0.003105046123579874,,0.0011214620425866566,0.0019508220495100467,5,,,,,6,task06_state35
1213,,,,,35,primary,0.0024099704088508516,,1.399753563796841e-05,0.0011174170593910991,5,,,,,6,task06_state35
1213,,,,,35,proprio,0.0,,0.0,0.0006128875757395328,5,,,,,6,task06_state35
1217,0.00035780586260147906,0.0013802443966898226,3.032615006481887e-05,0.0012338035007865011,35,all,0.0013048347744889655,-0.0024724018023716404,-0.0008061806710587703,-0.001510101732912176,5,0.0003145225443997868,0.0013748411241781833,0.00011924767056142871,0.0011509958021363453,6,task06_state35
