correct_target_cell,decoded_primary_l1_to_target,decoded_primary_target_margin,decoded_primary_target_top1,decoded_wrist_l1_to_target,decoded_wrist_target_margin,decoded_wrist_target_top1,future_noise_seed,goal_endpoint_donor_steering,initial_state_index,prefix_chunks,robot_endpoint_donor_steering,target_cell,target_coordinate_distance,task_id,unit_id
0.0,11.36248405612245,1.773703231292517,1.0,10.920141103316327,26.338176286139458,1.0,1213,0.9983743577744095,17,12,0.995298665279492,o0r0,1.409741391663238,4,task04_state17
0.0,11.860863095238095,1.4342580782312933,1.0,4.828370801445578,33.669011745323125,1.0,1213,1.0003985210471131,17,12,0.9974707749007233,o1r0,0.9974708545115865,4,task04_state17
0.0,10.29496837797619,2.2693585246598644,1.0,6.889661724064626,7.675003985969387,1.0,1213,0.9986164228647525,17,12,0.9961435181521928,o0r1,0.9986238693659574,4,task04_state17
1.0,10.596905559098639,1.9728422619047628,1.0,8.114224596088436,7.186762595663264,1.0,1213,0.9978440246522663,17,12,0.9952051484906995,o1r1,0.005257264564036754,4,task04_state17
0.0,11.36248405612245,1.773703231292517,1.0,10.920141103316327,26.338176286139458,1.0,1217,0.9967943389777995,17,12,0.9936161940760205,o0r0,1.4074345794204093,4,task04_state17
0.0,11.860863095238095,1.4342580782312933,1.0,4.828370801445578,33.669011745323125,1.0,1217,0.9984180109669021,17,12,0.9958459487442703,o1r0,0.9958472053079612,4,task04_state17
0.0,10.29496837797619,2.2693585246598644,1.0,6.889661724064626,7.675003985969387,1.0,1217,0.9970223864393396,17,12,0.994525771187273,o0r1,0.997037414665212,4,task04_state17
1.0,10.596905559098639,1.9728422619047628,1.0,8.114224596088436,7.186762595663264,1.0,1217,0.9967270284134776,17,12,0.9939374417993827,o1r1,0.006889626618479043,4,task04_state17
0.0,11.294390412414966,1.581785448554422,1.0,8.05507281037415,7.24691087372449,1.0,1201,0.9978009054497199,35,12,0.995944663038818,o0r0,1.4097916224576543,4,task04_state35
0.0,11.463289221938776,1.4749083227040813,1.0,7.16633450255102,7.529356664540817,1.0,1201,0.9978638511637357,35,12,0.9959799068992038,o1r0,0.9959821976716237,4,task04_state35
0.0,9.212272799744898,2.394351881377551,1.0,7.350393282312925,7.045041454081632,1.0,1201,0.9992720532025823,35,12,0.9975527028618525,o0r1,0.9992750500112503,4,task04_state35
1.0,9.343975871598639,1.684038849914966,1.0,8.329613095238095,7.064798575680273,1.0,1201,0.9992143454713477,35,12,0.9975880415362393,o1r1,0.002536690101155239,4,task04_state35
0.0,11.294390412414966,1.581785448554422,1.0,8.05507281037415,7.24691087372449,1.0,1213,0.9995112363735338,35,12,0.9972003025679487,o0r0,1.4118892148743678,4,task04_state35
0.0,11.463289221938776,1.4749083227040813,1.0,7.16633450255102,7.529356664540817,1.0,1213,0.9996144459449027,35,12,0.9974406314033302,o1r0,0.9974407059200078,4,task04_state35
0.0,9.212272799744898,2.394351881377551,1.0,7.350393282312925,7.045041454081632,1.0,1213,1.0011069604529788,35,12,0.9991242681864652,o0r1,1.0011073434820121,4,task04_state35
1.0,9.343975871598639,1.684038849914966,1.0,8.329613095238095,7.064798575680273,1.0,1213,1.0009120739644677,35,12,0.9987771525438283,o1r1,0.0015255277177834209,4,task04_state35
0.0,11.294390412414966,1.581785448554422,1.0,8.05507281037415,7.24691087372449,1.0,1217,0.99892038166556,35,12,0.9967358518681908,o0r0,1.4111429010933925,4,task04_state35
0.0,11.463289221938776,1.4749083227040813,1.0,7.16633450255102,7.529356664540817,1.0,1217,0.9990735995064983,35,12,0.9968953797038487,o1r0,0.9968958101490621,4,task04_state35
0.0,9.212272799744898,2.394351881377551,1.0,7.350393282312925,7.045041454081632,1.0,1217,1.0002648980439675,35,12,0.9982990507520857,o0r1,1.00026634427399,4,task04_state35
1.0,9.343975871598639,1.684038849914966,1.0,8.329613095238095,7.064798575680273,1.0,1217,1.0001958799005262,35,12,0.9982155828349606,o1r1,0.0017951360823952657,4,task04_state35
0.0,10.830563084608844,1.0764907525510203,1.0,8.406721673044217,6.346101721938776,1.0,1201,0.9990406353964328,17,5,0.9957340105769961,o0r0,1.4105206170038982,5,task05_state17
0.0,10.423901201105442,1.3578470450680271,1.0,7.6261293579931975,7.017285820578231,1.0,1201,0.9991933157951828,17,5,0.9958920362575996,o1r0,0.9958923629693694,5,task05_state17
0.0,9.903805272108844,0.6044058248299322,1.0,6.547320099914966,8.778652476615646,1.0,1201,0.9992426451042815,17,5,0.9961187383517917,o0r1,0.9992501828806353,5,task05_state17
1.0,9.675674957482993,0.8591889880952372,1.0,6.572405133928571,8.689619207057824,1.0,1201,0.9991806634048269,17,5,0.9964631257882807,o1r1,0.0036305359997822724,5,task05_state17
0.0,10.830563084608844,1.0764907525510203,1.0,8.406721673044217,6.346101721938776,1.0,1213,0.9998239485317643,17,5,0.9964364687916092,o0r0,1.411571310418124,5,task05_state17
0.0,10.423901201105442,1.3578470450680271,1.0,7.6261293579931975,7.017285820578231,1.0,1213,1.000043830204037,17,5,0.9964392143056962,o1r0,0.996439215269672,5,task05_state17
0.0,9.903805272108844,0.6044058248299322,1.0,6.547320099914966,8.778652476615646,1.0,1213,0.9999193226320794,17,5,0.996507880170251,o0r1,0.9999254205559042,5,task05_state17
1.0,9.675674957482993,0.8591889880952372,1.0,6.572405133928571,8.689619207057824,1.0,1213,0.9998314667079243,17,5,0.9965495134738719,o1r1,0.003454599938853924,5,task05_state17
0.0,10.830563084608844,1.0764907525510203,1.0,8.406721673044217,6.346101721938776,1.0,1217,0.9990990207233205,17,5,0.9958888892127525,o0r0,1.41067130575046,5,task05_state17
0.0,10.423901201105442,1.3578470450680271,1.0,7.6261293579931975,7.017285820578231,1.0,1217,0.9996655722006742,17,5,0.9963641674439105,o1r0,0.9963642235689467,5,task05_state17
0.0,9.903805272108844,0.6044058248299322,1.0,6.547320099914966,8.778652476615646,1.0,1217,0.9992561938685879,17,5,0.9962322013773884,o0r1,0.99926329728015,5,task05_state17
1.0,9.675674957482993,0.8591889880952372,1.0,6.572405133928571,8.689619207057824,1.0,1217,0.9996056084752813,17,5,0.9965794735923503,o1r1,0.003443188287067477,5,task05_state17
0.0,11.547479538690476,0.9155572385204085,1.0,8.31840587797619,8.088701105442176,1.0,1201,0.99818312286216,35,5,0.9961531669296251,o0r0,1.4102094449941738,5,task05_state35
0.0,11.26287468112245,1.3024354272959187,1.0,7.075494260204081,9.837146577380953,1.0,1201,0.9974830925268494,35,5,0.9952823634508302,o1r0,0.9952855458708817,5,task05_state35
0.0,9.873445471938776,0.6609401573129237,1.0,6.238480548469388,8.64228582057823,1.0,1201,0.9987915595060229,35,5,0.9966163579218029,o0r1,0.9987972909325429,5,task05_state35
1.0,9.796569409013605,1.039407950680273,1.0,6.6580303996598635,8.472470238095237,1.0,1201,0.9977136815090268,35,5,0.9955123962013621,o1r1,0.005036451141003451,5,task05_state35
0.0,11.547479538690476,0.9155572385204085,1.0,8.31840587797619,8.088701105442176,1.0,1213,0.9986076952152961,35,5,0.9966623785600524,o0r0,1.4108696700192356,5,task05_state35
0.0,11.26287468112245,1.3024354272959187,1.0,7.075494260204081,9.837146577380953,1.0,1213,0.9986696938951211,35,5,0.9967944406118553,o1r0,0.9967953283142102,5,task05_state35
0.0,9.873445471938776,0.6609401573129237,1.0,6.238480548469388,8.64228582057823,1.0,1213,0.9987911582336645,35,5,0.9969434190253217,o0r1,0.9987958352200913,5,task05_state35
1.0,9.796569409013605,1.039407950680273,1.0,6.6580303996598635,8.472470238095237,1.0,1213,0.9986132149477918,35,5,0.9969120670602346,o1r1,0.003385041007361114,5,task05_state35
0.0,11.547479538690476,0.9155572385204085,1.0,8.31840587797619,8.088701105442176,1.0,1217,1.0002120938175407,35,5,0.9976679425153926,o0r0,1.4127156671254713,5,task05_state35
0.0,11.26287468112245,1.3024354272959187,1.0,7.075494260204081,9.837146577380953,1.0,1217,0.9997817909596333,35,5,0.9973308456013629,o1r0,0.9973308694726715,5,task05_state35
0.0,9.873445471938776,0.6609401573129237,1.0,6.238480548469388,8.64228582057823,1.0,1217,1.0005590932266921,35,5,0.9980240762434128,o0r1,1.0005610442713189,5,task05_state35
1.0,9.796569409013605,1.039407950680273,1.0,6.6580303996598635,8.472470238095237,1.0,1217,1.0004584324395518,35,5,0.9980514920684003,o1r1,0.0020017101341454177,5,task05_state35
0.0,10.093510841836734,2.597895408163266,1.0,9.144949776785714,13.30646125637755,1.0,1201,0.9961906330443313,17,4,0.994233591000207,o0r0,1.4074431465741102,6,task06_state17
