cell_count,cosine_alignment_ci_high,cosine_alignment_ci_low,cosine_alignment_mean,distance_reduction_ci_high,distance_reduction_ci_low,distance_reduction_mean,label,normalized_projection_ci_high,normalized_projection_ci_low,normalized_projection_mean,orthogonal_residual_ci_high,orthogonal_residual_ci_low,orthogonal_residual_mean,retrieval_accuracy_off_diagonal_ci_high,retrieval_accuracy_off_diagonal_ci_low,retrieval_accuracy_off_diagonal_mean,separation_max,separation_min,separation_quartile,state_count
90,0.9946021142521625,0.9840286797689911,0.9901352212601471,0.9028248417135029,0.843118688734362,0.8755846861008563,Q1 (smallest),0.998543678160509,0.9752664986088684,0.9877521319947684,0.15079147535435694,0.09419701878566986,0.12027083638178807,1.0,1.0,1.0,0.8387816060959004,0.20698282784370986,1,16
90,0.9973734247358245,0.9943403673480498,0.9959995438180401,0.9318003863286309,0.901610572804436,0.9173416933764285,Q2,0.9958419722317279,0.9840774625710582,0.9902181442668846,0.09517950729728016,0.06617193786488501,0.07997703375835839,1.0,1.0,1.0,1.256175665363808,0.8392544384008558,2,18
90,0.9980234503164508,0.9926478354336061,0.9960262883752425,0.9417862227006941,0.9022026971838546,0.925350266271735,Q3,0.9953961385284111,0.9861764769882504,0.9909732208505313,0.09585725040268626,0.05631885776661625,0.07256186137121043,1.0,1.0,1.0,2.146601686281538,1.2988927888691866,3,19
90,0.9992304702066028,0.9979703736684741,0.9987297688231699,0.9637883052667311,0.9437728268032306,0.9549396717516638,Q4 (largest),0.9978956847038556,0.9923035929292671,0.9952676083002607,0.05457255750642805,0.03547985038779577,0.04394564343629347,1.0,1.0,1.0,5.919778965334376,2.1627815860431916,4,14
