run,recipient_seed,donor_seed,modalities,future_noise_seed,deterministic_tokenizer,action_donor_steering_effect,executed_state_donor_steering_effect,endpoint_primary_donor_preference_effect,endpoint_proprio_donor_steering_effect,recipient_latent_norm,donor_latent_norm,donor_minus_recipient_latent_l2
task8_state3_det_seed195_to_seed196,195,196,proprio+wrist+primary,20195,True,0.0015254046093779727,0.009356797474894402,0.009409586588541657,-0.02628653575861828,152.8070526123047,152.78118896484375,6.306376934051514
