run,recipient_seed,donor_seed,modalities,future_noise_seed,deterministic_tokenizer,action_donor_steering_effect,executed_state_donor_steering_effect,endpoint_primary_donor_preference_effect,recipient_latent_norm,donor_latent_norm,donor_minus_recipient_latent_l2
task4_state2_det_seed195_to_seed198_noise20195,195,198,proprio+wrist+primary,20195,True,0.23063711077703236,0.16029934140354163,0.2550862630208333,137.62225341796875,137.60043334960938,9.73613452911377
task4_state2_det_seed195_to_seed198_noise20196,195,198,proprio+wrist+primary,20196,True,0.20819297895972466,0.044134219443963396,0.156890869140625,137.62225341796875,137.60043334960938,9.73613452911377
task4_state2_det_seed195_to_seed197_failcontrol,195,197,proprio+wrist+primary,20195,True,0.11507274005794427,-0.025490168133715713,0.14717610677083343,137.62225341796875,137.5783233642578,9.101922988891602
task4_state2_det_seed195_to_seed198_wrist,195,198,wrist,20195,True,0.14394871575298213,0.1601934028033134,0.08310953776041674,92.79862976074219,92.7430648803711,8.181719779968262
task4_state2_det_seed195_to_seed198_primary,195,198,primary,20195,True,0.1462390601785039,-0.06864253050393801,0.25376383463541663,80.71810913085938,80.71708679199219,5.275366306304932
task4_state2_det_seed195_to_seed198_proprio,195,198,proprio,20195,True,-0.04942011747820319,-0.07135845098286915,0.00931803385416663,61.74854278564453,61.78475570678711,0.14929935336112976
task4_state2_det_seed195_to_seed201_success,195,201,proprio+wrist+primary,20195,True,0.07347913760425885,-0.055303447771426206,0.16635131835937506,137.62225341796875,137.63026428222656,7.49708890914917
task4_state2_det_seed195_to_seed202_success,195,202,proprio+wrist+primary,20195,True,0.2102624497408872,-0.051475125293969914,0.4020589192708334,137.62225341796875,137.53042602539062,12.423556327819824
