action_donor_steering,contrast,direction,future_noise_seed,goal_endpoint_donor_steering,goal_endpoint_projected_l2,initial_state_index,pair_type,prefix_chunks,robot_endpoint_donor_steering,robot_endpoint_projected_l2,task_id,unit_id
0.03285542457497648,robot_wrist_donor_minus_recipient,forward,1201,,,35,robot,14,,,9,task09_state35
-0.016652008379992447,robot_primary_donor_minus_recipient,forward,1201,,,35,robot,14,,,9,task09_state35
-0.00037306205655965666,robot_proprio_donor_minus_recipient,forward,1201,,,35,robot,14,,,9,task09_state35
0.0499733184575647,robot_all_donor_minus_gaussian,forward,1201,,,35,robot,14,0.027040288327637718,0.00023619927376573,9,task09_state35
0.019793367505445802,robot_all_donor_minus_recipient,forward,1213,,,35,robot,14,-0.010415268188765814,-9.097827480439215e-05,9,task09_state35
0.027780477552027283,robot_wrist_donor_minus_recipient,forward,1213,,,35,robot,14,,,9,task09_state35
-0.011052428022358368,robot_primary_donor_minus_recipient,forward,1213,,,35,robot,14,,,9,task09_state35
-0.002143594035252161,robot_proprio_donor_minus_recipient,forward,1213,,,35,robot,14,,,9,task09_state35
0.0187465746588108,robot_all_donor_minus_gaussian,forward,1213,,,35,robot,14,0.016829826921658242,0.00014701000404775903,9,task09_state35
0.004311624449665485,robot_all_donor_minus_recipient,forward,1217,,,35,robot,14,0.02198719365659718,0.00019206005168689866,9,task09_state35
0.032192000774985186,robot_wrist_donor_minus_recipient,forward,1217,,,35,robot,14,,,9,task09_state35
0.044793050369248334,robot_primary_donor_minus_recipient,forward,1217,,,35,robot,14,,,9,task09_state35
0.024090043096182415,robot_proprio_donor_minus_recipient,forward,1217,,,35,robot,14,,,9,task09_state35
0.003571018056779507,robot_all_donor_minus_gaussian,forward,1217,,,35,robot,14,0.0012604108467638708,1.1009798528952355e-05,9,task09_state35
0.03474864401984646,robot_all_donor_minus_recipient,reverse,1201,,,35,robot,14,0.03848936516797155,0.0003362079571868639,9,task09_state35
0.02686255710119851,robot_all_donor_minus_gaussian,reverse,1201,,,35,robot,14,0.04421727601798631,0.00038624175736589206,9,task09_state35
0.01636953011388781,robot_all_donor_minus_recipient,reverse,1213,,,35,robot,14,-0.01486743952230879,-0.0001298683791894329,9,task09_state35
-0.001384731467517837,robot_all_donor_minus_gaussian,reverse,1213,,,35,robot,14,0.028045499223839365,0.0002449798784984672,9,task09_state35
0.005200396007259467,robot_all_donor_minus_recipient,reverse,1217,,,35,robot,14,0.0018740473123791401,1.6369966504171636e-05,9,task09_state35
0.01295118701308677,robot_all_donor_minus_gaussian,reverse,1217,,,35,robot,14,-0.00611721338374803,-5.343439171965063e-05,9,task09_state35
