metric,observed,null_mean,null_95_interval_low,null_95_interval_high,monte_carlo_p_greater_equal,repetitions,seed,permutation_unit
retrieval_accuracy_all,0.8104166666666667,0.2498754791666667,0.17916666666666667,0.32708333333333334,9.99990000099999e-06,100000,260905,one shared permutation of all four future-source labels over all four native-action labels per state; the mapping is shared across recipient rows and off-diagonal scoring retains the original 12 cells
retrieval_accuracy_off_diagonal,0.7472222222222222,0.2498881944444444,0.18055555555555555,0.3277777777777778,9.99990000099999e-06,100000,260905,one shared permutation of all four future-source labels over all four native-action labels per state; the mapping is shared across recipient rows and off-diagonal scoring retains the original 12 cells
